,valor
autores_elegibles_perfil,238.0
autores_con_senal_suficiente,161.0
autores_sin_senal,77.0
pct_rasgo_estable,29.81366459627329
pct_estado_emergente,28.57142857142857
pct_mixto,41.61490683229814
autocorr_lag1_mediana,0.7092376166222223
pct_autocorr_positiva_significativa,96.21848739495799
