,valor
n_folds,5.0
rf_acc_mean,0.8697166729915831
rf_acc_std,0.010697023364849182
lstm_acc_mean,0.8134856504829239
lstm_acc_std,0.01780076409601362
rf_f1_mean,0.41905005173039955
rf_f1_std,0.07418824847392115
lstm_f1_mean,0.5504095127353051
lstm_f1_std,0.020330943103923013
mcnemar_oof_statistic,233.39954560207724
mcnemar_oof_pvalue,1.0813878342893494e-52
oof_accuracy_rf,0.86971784342297
oof_accuracy_lstm,0.8134852298317657
